Mã Sản Phẩm,Mã Chi Nhánh,Chi Nhánh,Khu Vực,Tên Sản Phẩm,Tồn Kho Hiện Tại,Trung Bình daily_demand,Forecast Demand 30d,Tồn Kho An Toàn,Điểm Đặt Hàng Lại,Eoq,Expected Stock After 30d,Action,Priority,Quantity Needed,Unit
10.L1.6060.5169.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5169 loại 1,726,0.242,7.26,0.3159460262651764,2.0099460262651765,59.4407267788677,718.74,SURPLUS,LOW,0.0,Viên
10.L1.6060.5189.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5189 loại 1,911,0.30366666666666664,9.11,0.3964556886054762,2.522122355272143,66.58478304637879,901.89,SURPLUS,LOW,0.0,Viên
10.L1.6060.5189.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5189 loại 1,978,0.32599999999999996,9.780000000000001,0.42561324199358475,2.7076132419935846,68.98985432656022,968.22,SURPLUS,LOW,0.0,Viên
10.L1.6060.5189.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5189 loại 1,3248,1.0826666666666669,32.48000000000001,1.4134885582772636,8.992155224943932,125.72562719403446,3215.52,SURPLUS,LOW,0.0,Viên
10.L1.6060.5189.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5189 loại 1,1150,0.38333333333333336,11.499999999999998,0.5004654686018636,3.1837988019351973,74.81087265008121,1138.5,SURPLUS,LOW,0.0,Viên
10.L1.6060.5191.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5191 loại 1,2374,0.7913333333333334,23.74000000000001,1.0331348021398472,6.572468135473182,107.48705348397391,2350.26,SURPLUS,LOW,0.0,Viên
10.L1.6060.5191.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5191 loại 1,2240,0.7466666666666667,22.4,0.9748196953636299,6.2014863620302965,104.4094504024101,2217.6,SURPLUS,LOW,0.0,Viên
10.L1.6060.5191.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5191 loại 1,1803,0.6010000000000001,18.03,0.7846428172949218,4.991642817294922,93.67283490959372,1784.97,SURPLUS,LOW,0.0,Viên
10.L1.6060.5191.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5191 loại 1,5628,1.8760000000000001,56.27999999999999,2.44923448460112,15.581234484601122,165.49803624212583,5571.72,SURPLUS,LOW,0.0,Viên
10.L1.6060.5191.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5191 loại 1,1124,0.37466666666666665,11.239999999999997,0.48915059713782133,3.111817263804488,73.96034973777054,1112.76,SURPLUS,LOW,0.0,Viên
10.L1.6060.5191.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5191 loại 1,984,0.328,9.839999999999996,0.4282243661775945,2.724224366177595,69.20115605970756,974.16,SURPLUS,LOW,0.0,Viên
10.L1.6060.5192.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5192 loại 1,1295,0.4316666666666667,12.950000000000001,0.5635676363820985,3.5852343030487654,79.38723658960132,1282.05,SURPLUS,LOW,0.0,Viên
10.L1.6060.5192.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5192 loại 1,789,0.263,7.89,0.34336283019727853,2.1843628301972786,61.96611977524493,781.11,SURPLUS,LOW,0.0,Viên
10.L1.6060.5192.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5192 loại 1,2424,0.808,24.240000000000002,1.054894170339928,6.7108941703399285,108.61307471939094,2399.76,SURPLUS,LOW,0.0,Viên
10.L1.6060.5195.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5195 loại 1,1046,0.3486666666666667,10.459999999999999,0.455205982745695,2.895872649412362,71.34797357552164,1035.54,SURPLUS,LOW,0.0,Viên
10.L1.6060.5195.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5195 loại 1,949,0.31633333333333336,9.489999999999998,0.41299280843753783,2.627326141770871,67.95930154634219,939.51,SURPLUS,LOW,0.0,Viên
10.L1.6060.5196.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5196 loại 1,1020,0.34,10.2,0.44389111128165293,2.8238911112816534,70.45565981523416,1009.8,SURPLUS,LOW,0.0,Viên
10.L1.6060.5196.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5196 loại 1,857,0.2856666666666667,8.569999999999999,0.37295557094938875,2.3726222376160555,64.5812150190234,848.43,SURPLUS,LOW,0.0,Viên
10.L1.6060.5196.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5196 loại 1,1046,0.3486666666666667,10.459999999999999,0.455205982745695,2.895872649412362,71.34797357552164,1035.54,SURPLUS,LOW,0.0,Viên
10.L1.6060.5412.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5412 loại 1,13356,4.452,133.56,5.812362433605642,36.976362433605644,254.9494067457306,13222.44,SURPLUS,LOW,0.0,Viên
10.L1.6060.5413.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5413 loại 1,551,0.18366666666666667,5.509999999999999,0.23978823756489293,1.5254549042315597,51.783523763194545,545.49,SURPLUS,LOW,0.0,Viên
10.L1.6060.5414.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5414 loại 1,20076,6.691999999999999,200.76000000000002,8.736821519696532,55.58082151969653,312.5751109733467,19875.24,SURPLUS,LOW,0.0,Viên
10.L1.6060.5444.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5444 loại 1,747,0.249,7.469999999999998,0.3250849609092105,2.0680849609092102,60.29427833551041,739.53,SURPLUS,LOW,0.0,Viên
10.L1.6060.5445.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5445 loại 1,709,0.23633333333333334,7.090000000000002,0.30854784107714894,1.9628811744104824,58.74067301850283,701.91,SURPLUS,LOW,0.0,Viên
10.L1.6060.5447.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5447 loại 1,70,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,67.0,OK,LOW,0.0,Viên
10.L1.6060.5447.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5447 loại 1,442,0.14733333333333334,4.420000000000001,0.19235281488871628,1.2236861482220498,46.37959321368253,437.58,SURPLUS,LOW,0.0,Viên
10.L1.6060.5462.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5462 loại 1,546,0.182,5.460000000000003,0.23761230074488474,1.5116123007448847,51.548035850069006,540.54,SURPLUS,LOW,0.0,Viên
10.L1.6060.5611.9,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5611 loại 1,135,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,132.0,SURPLUS,LOW,0.0,Viên
10.L1.6060.5613.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5613 loại 1,973,0.32433333333333336,9.730000000000002,0.42343730517357675,2.6937706385069102,68.81327391329863,963.27,SURPLUS,LOW,0.0,Viên
10.L1.6060.5613.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5613 loại 1,28,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,25.0,OK,LOW,0.0,Viên
10.L1.6060.5613.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5613 loại 1,2156,0.7186666666666667,21.560000000000006,0.9382639567874937,5.968930623454161,102.43306757748365,2134.44,SURPLUS,LOW,0.0,Viên
10.L1.6060.5613.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5613 loại 1,3600,1.2,36.00000000000001,1.5666745104058335,9.966674510405834,132.36313686219438,3564.0,SURPLUS,LOW,0.0,Viên
10.L1.6060.5613.9,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5613 loại 1,2633,0.8776666666666667,26.33,1.1458483294162667,7.289514996082934,113.19864545714907,2606.67,SURPLUS,LOW,0.0,Viên
10.L1.6060.5614.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5614 loại 1,496,0.16533333333333333,4.959999999999997,0.21585293254480376,1.373186265878137,49.131117091581245,491.04,SURPLUS,LOW,0.0,Viên
10.L1.6060.5615.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5615 loại 1,1500,0.5,15.0,0.6527810460024307,4.15278104600243,85.44003745317531,1485.0,SURPLUS,LOW,0.0,Viên
10.L1.6060.5616.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5616 loại 1,679,0.22633333333333333,6.790000000000003,0.2954922201571003,1.8798255534904338,57.48449066197479,672.21,SURPLUS,LOW,0.0,Viên
10.L1.6060.5617.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5617 loại 1,582,0.194,5.82,0.2532790458489431,1.6112790458489432,53.220296880043804,576.18,SURPLUS,LOW,0.0,Viên
10.L1.6060.5618.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5618 loại 1,1232,0.4106666666666667,12.319999999999995,0.5361508324499964,3.4108174991166633,77.43212081128434,1219.68,SURPLUS,LOW,0.0,Viên
10.L1.6060.5618.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5618 loại 1,231,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,228.0,SURPLUS,LOW,0.0,Viên
10.L1.6060.5618.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5618 loại 1,1064,0.3546666666666667,10.64,0.4630393552977242,2.945706021964391,71.95924772628834,1053.36,SURPLUS,LOW,0.0,Viên
10.L1.6060.5618.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5618 loại 1,350,0.11666666666666667,3.5,0.15231557740056714,0.9689822440672338,41.27145906474998,346.5,SURPLUS,LOW,0.0,Viên
10.L1.6060.5619.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5619 loại 1,210,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,207.0,SURPLUS,LOW,0.0,Viên
10.L1.6060.5622.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5622 loại 1,490,0.16333333333333336,4.8999999999999995,0.2132418083607941,1.3565751416941276,48.833048918398156,485.1,SURPLUS,LOW,0.0,Viên
10.L1.6060.5629.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5629 loại 1,588,0.196,5.879999999999999,0.25589017003295284,1.6278901700329529,53.49392488871984,582.12,SURPLUS,LOW,0.0,Viên
10.L1.6060.5673.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5673 loại 1,504,0.168,5.040000000000001,0.21933443145681672,1.3953344314568168,49.52575087769998,498.96,SURPLUS,LOW,0.0,Viên
10.L1.6060.5691.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5691 loại 1,504,0.168,5.040000000000001,0.21933443145681672,1.3953344314568168,49.52575087769998,498.96,SURPLUS,LOW,0.0,Viên
10.L1.6060.5713.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5713 Loại 1,966,0.322,9.659999999999995,0.42039099362556537,2.674390993625565,68.56529734493974,956.34,SURPLUS,LOW,0.0,Viên
10.L1.6060.5713.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5713 Loại 1,701,0.23366666666666666,7.009999999999997,0.30506634216513595,1.9407330088318027,58.408332738859556,693.99,SURPLUS,LOW,0.0,Viên
10.L1.6060.5719.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5719 Loại 1,586,0.19533333333333333,5.8599999999999985,0.2550197953049496,1.6223531286382828,53.40287133354036,580.14,SURPLUS,LOW,0.0,Viên
10.L1.6060.5719.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5719 Loại 1,777,0.259,7.770000000000002,0.3381405818292591,2.1511405818292593,61.493089042590796,769.23,SURPLUS,LOW,0.0,Viên
10.L1.6060.5719.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5719 Loại 1,1221,0.40700000000000003,12.21,0.5313637714459786,3.3803637714459787,77.08566663135242,1208.79,SURPLUS,LOW,0.0,Viên
10.L1.6060.5722.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5722 Loại 1,756,0.252,7.559999999999999,0.32900164718522507,2.093001647185225,60.65640938928053,748.44,SURPLUS,LOW,0.0,Viên
10.L1.6060.5726.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5726 Loại 1,529,0.17633333333333334,5.289999999999998,0.23021411555685725,1.4645474488901906,50.73920246384118,523.71,SURPLUS,LOW,0.0,Viên
10.L1.6060.5726.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 5726 Loại 1,4480,1.4933333333333334,44.8,1.9496393907272598,12.402972724060593,147.65726079900938,4435.2,SURPLUS,LOW,0.0,Viên
10.L1.6060.6156.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6156 loại 1,6468,2.156,64.67999999999999,2.8147918703624812,17.906791870362483,177.41927741933793,6403.32,SURPLUS,LOW,0.0,Viên
10.L1.6060.6157.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6157 loại 1,2163,0.721,21.63,0.941310268335505,5.988310268335505,102.59922026994161,2141.37,SURPLUS,LOW,0.0,Viên
10.L1.6060.6157.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6157 loại 1,950,0.31666666666666665,9.499999999999998,0.4134279958015394,2.6300946624682062,67.99509786251751,940.5,SURPLUS,LOW,0.0,Viên
10.L1.6060.6157.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6157 loại 1,999,0.333,9.990000000000002,0.43475217663761884,2.7657521766376187,69.72660898107695,989.01,SURPLUS,LOW,0.0,Viên
10.L1.6060.6157.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6157 loại 1,1393,0.4643333333333333,13.930000000000005,0.6062159980542572,3.8565493313875905,82.33630224066822,1379.07,SURPLUS,LOW,0.0,Viên
10.L1.6060.6157.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6157 loại 1,266,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,263.0,SURPLUS,LOW,0.0,Viên
10.L1.6060.6157.9,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6157 loại 1,1970,0.6566666666666666,19.699999999999996,0.8573191070831923,5.453985773749859,97.91492906259664,1950.3,SURPLUS,LOW,0.0,Viên
10.L1.6060.6159.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6159 loại 1,1167,265.0,7950.0,892.3994148995083,2747.3994148995084,1966.9773765857094,-6783.0,URGENT_RESTOCK,HIGH,1966.9773765857094,Viên
10.L1.6060.6159.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6159 loại 1,1667,0.5556666666666668,16.670000000000005,0.7254573357907014,4.615124002457368,90.0707129611692,1650.33,SURPLUS,LOW,0.0,Viên
10.L1.6060.6159.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6159 loại 1,902,0.30066666666666664,9.019999999999998,0.3925390023294616,2.4972056689961284,66.2550626996408,892.98,SURPLUS,LOW,0.0,Viên
10.L1.6060.6159.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6159 loại 1,3865,1.2883333333333333,38.650000000000006,1.6819991618662633,10.700332495199596,137.14833818412336,3826.35,SURPLUS,LOW,0.0,Viên
10.L1.6060.6161.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6161 loại 1,2210,0.7366666666666667,22.10000000000001,0.9617640744435814,6.118430741110249,103.70792319458207,2187.9,SURPLUS,LOW,0.0,Viên
10.L1.6060.6161.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6161 loại 1,1348,0.44933333333333336,13.480000000000002,0.5866325666741844,3.7319659000075176,80.99547312453127,1334.52,SURPLUS,LOW,0.0,Viên
10.L1.6060.6161.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6161 loại 1,2645,0.8816666666666666,26.450000000000003,1.151070577784286,7.322737244450952,113.45630583327367,2618.55,SURPLUS,LOW,0.0,Viên
10.L1.6060.6161.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6161 loại 1,1724,0.5746666666666668,17.240000000000002,0.7502630155387937,4.772929682205461,91.5976710038707,1706.76,SURPLUS,LOW,0.0,Viên
10.L1.6060.6161.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6161 loại 1,1169,0.38966666666666666,11.690000000000001,0.5087340285178943,3.2364006951845607,75.42634376219844,1157.31,SURPLUS,LOW,0.0,Viên
10.L1.6060.6161.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6161 loại 1,3116,1.0386666666666666,31.160000000000004,1.3560438262290493,8.626710492895715,123.14435973008807,3084.84,SURPLUS,LOW,0.0,Viên
10.L1.6060.6161.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6161 loại 1,1290,0.43,12.899999999999999,0.5613916995620905,3.5713916995620902,79.23383115816122,1277.1,SURPLUS,LOW,0.0,Viên
10.L1.6060.6161.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6161 loại 1,1959,0.653,19.589999999999993,0.8525320460791744,5.423532046079174,97.64117983719778,1939.41,SURPLUS,LOW,0.0,Viên
10.L1.6060.6161.9,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6161 loại 1,2175,0.725,21.750000000000007,0.9465325167035245,6.021532516703525,102.88342918079665,2153.25,SURPLUS,LOW,0.0,Viên
10.L1.6060.6162.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6162 loại 1,1650,0.55,16.500000000000004,0.7180591506026738,4.568059150602674,89.61026726887941,1633.5,SURPLUS,LOW,0.0,Viên
10.L1.6060.6162.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6162 loại 1,805,0.26833333333333337,8.050000000000002,0.3503258280213045,2.228659161354638,62.591266696454284,796.95,SURPLUS,LOW,0.0,Viên
10.L1.6060.6162.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6162 loại 1,1865,0.6216666666666667,18.65,0.8116244338630223,5.163291100529689,95.26979234433827,1846.35,SURPLUS,LOW,0.0,Viên
10.L1.6060.6162.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6162 loại 1,1056,0.35200000000000004,10.560000000000002,0.4595578563857113,2.923557856385712,71.68821381510354,1045.44,SURPLUS,LOW,0.0,Viên
10.L1.6060.6163.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6163 loại 1,3267,1.089,32.669999999999995,1.421757118193294,9.044757118193294,126.09282295198248,3234.33,SURPLUS,LOW,0.0,Viên
10.L1.6060.6163.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6163 loại 1,2414,0.8046666666666666,24.139999999999993,1.0505422966999118,6.683208963366578,108.38880631012287,2389.86,SURPLUS,LOW,0.0,Viên
10.L1.6060.6163.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6163 loại 1,2635,203.5,6105.0,963.1759202191246,2387.6759202191247,1723.6879067859122,-3470.0,RESTOCK,MEDIUM,1723.6879067859122,Viên
10.L1.6060.6163.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6163 loại 1,1463,0.4876666666666667,14.629999999999995,0.6366791135343708,4.050345780201038,84.37969740010527,1448.37,SURPLUS,LOW,0.0,Viên
10.L1.6060.6163.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 6163 loại 1,1450,0.48333333333333334,14.499999999999995,0.6310216778023496,4.014355011135683,84.0039681602403,1435.5,SURPLUS,LOW,0.0,Viên
10.L1.8080.5816.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5816 loại 1,1204,0.4013333333333334,12.040000000000003,0.5239655862579511,3.3332989195912845,76.54715322379185,1191.96,SURPLUS,LOW,0.0,Viên
10.L1.8080.5818.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5818 loại 1,154,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,151.0,SURPLUS,LOW,0.0,Viên
10.L1.8080.5819.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5819 loại 1,210,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,207.0,SURPLUS,LOW,0.0,Viên
10.L1.8080.5821.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5821 loại 1,210,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,207.0,SURPLUS,LOW,0.0,Viên
10.L1.8080.5874.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5874 loại 1,448,0.14933333333333335,4.480000000000002,0.19496393907272597,1.2402972724060595,46.693325718636345,443.52,SURPLUS,LOW,0.0,Viên
10.L1.8080.5874.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5874 loại 1,1146,0.382,11.459999999999997,0.49872471914585703,3.172724719145857,74.68065345188137,1134.54,SURPLUS,LOW,0.0,Viên
10.L1.8080.5874.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5874 loại 1,332,0.11066666666666668,3.319999999999999,0.144482204848538,0.9191488715152047,40.19618555700694,328.68,SURPLUS,LOW,0.0,Viên
10.L1.8080.5875.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5875 loại 1,898,0.29933333333333334,8.98,0.39079825287345527,2.4861315862067888,66.10799245678746,889.02,SURPLUS,LOW,0.0,Viên
10.L1.8080.5875.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5875 loại 1,1192,0.3973333333333333,11.920000000000003,0.5187433378899315,3.300076671223265,76.16473374644374,1180.08,SURPLUS,LOW,0.0,Viên
10.L1.8080.5875.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5875 loại 1,231,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,228.0,SURPLUS,LOW,0.0,Viên
10.L1.8080.5875.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5875 loại 1,300,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,297.0,SURPLUS,LOW,0.0,Viên
10.L1.8080.5876.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5876 loại 1,607,0.20233333333333334,6.070000000000002,0.2641587299489836,1.680492063282317,54.35132626410019,600.93,SURPLUS,LOW,0.0,Viên
10.L1.8080.5877.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5877 loại 1,392,0.13066666666666665,3.9199999999999986,0.1705934466886352,1.0852601133553017,43.677606772044335,388.08,SURPLUS,LOW,0.0,Viên
10.L1.8080.5877.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5877 loại 1,425,0.14166666666666666,4.25,0.1849546297006887,1.1766212963673555,45.478932851742826,420.75,SURPLUS,LOW,0.0,Viên
10.L1.8080.5877.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5877 loại 1,495,0.165,4.95,0.21541774518080214,1.3704177451808022,49.08156476723211,490.05,SURPLUS,LOW,0.0,Viên
10.L1.8080.5877.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5877 loại 1,749,0.24966666666666668,7.4899999999999975,0.32595533563721374,2.0736220023038805,60.37493961349637,741.51,SURPLUS,LOW,0.0,Viên
10.L1.8080.5879.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5879 loại 1,770,0.25666666666666665,7.700000000000001,0.3350942702812478,2.1317609369479142,61.215466455245874,762.3,SURPLUS,LOW,0.0,Viên
10.L1.8080.5879.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5879 loại 1,358,0.11933333333333333,3.580000000000001,0.15579707631258014,0.9911304096459135,41.74046797373823,354.42,SURPLUS,LOW,0.0,Viên
10.L1.8080.5880.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5880 loại 1,419,0.1396666666666667,4.190000000000001,0.182343505516679,1.1600101721833458,45.15676398208062,414.81,SURPLUS,LOW,0.0,Viên
10.L1.8080.5887.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5887 loại 1,413,0.13766666666666666,4.13,0.17973238133266925,1.143399047999336,44.832280037193435,408.87,SURPLUS,LOW,0.0,Viên
10.L1.8080.5887.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5887 loại 1,658,0.21933333333333332,6.579999999999998,0.28635328551306627,1.8216866188463996,56.58857364050331,651.42,SURPLUS,LOW,0.0,Viên
10.L1.8080.5887.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5887 loại 1,970,0.32333333333333336,9.700000000000005,0.4221317430815719,2.6854650764149057,68.70710783220807,960.3,SURPLUS,LOW,0.0,Viên
10.L1.8080.5889.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 5889 loại 1,791,0.26366666666666666,7.909999999999998,0.34423320492528175,2.1898998715919484,62.044607608827164,783.09,SURPLUS,LOW,0.0,Viên
