Mã Sản Phẩm,Mã Chi Nhánh,Chi Nhánh,Khu Vực,Tên Sản Phẩm,Tồn Kho Hiện Tại,Trung Bình daily_demand,Forecast Demand 30d,Tồn Kho An Toàn,Điểm Đặt Hàng Lại,Eoq,Expected Stock After 30d,Action,Priority,Quantity Needed,Unit
10.L1.6060.6162.7,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS 6162 loại 1,2000,216.0,6480.0,1132.4240851138588,2644.424085113859,1775.8378304338491,-4480.0,URGENT_RESTOCK,HIGH,1775.8378304338491,Viên
10.L1.8080.5893.4,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 5893 loại 1,592,0.19733333333333333,5.919999999999997,0.2576309194889593,1.6389642528222925,53.67556861987274,586.08,SURPLUS,LOW,0.0,Viên
10.L1.8080.5894.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 5894 loại 1,2100,0.7,20.999999999999993,0.9138934644034029,5.813893464403402,101.09401564880089,2079.0,SURPLUS,LOW,0.0,Viên
10.L1.8080.5894.7,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 5894 loại 1,623,0.2076666666666667,6.2299999999999995,0.2711217277730096,1.7247883944396765,55.06299422782359,616.77,SURPLUS,LOW,0.0,Viên
10.L1.8080.5898.6,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 5898 loại 1,588,0.196,5.879999999999999,0.25589017003295284,1.6278901700329529,53.49392488871984,582.12,SURPLUS,LOW,0.0,Viên
10.L1.8080.5899.6,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 5899 loại 1,1465,0.48833333333333334,14.65,0.637549488262374,4.0558828215957075,84.43735350345052,1450.35,SURPLUS,LOW,0.0,Viên
12.L1.3030.3014.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS 3014 Loại 1,13860,4.62,138.60000000000002,6.031696865062459,38.37169686506246,259.71522866401193,13721.4,SURPLUS,LOW,0.0,Viên
12.L1.3030.3015.3,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS 3015 Loại 1,18480,6.16,184.79999999999998,8.042262486749946,51.16226248674995,299.893314363625,18295.2,SURPLUS,LOW,0.0,Viên
12.L1.3030.3015.4,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS 3015 Loại 1,15400,5.133333333333334,153.99999999999997,6.701885405624956,42.635218738958294,273.76388853657573,15246.0,SURPLUS,LOW,0.0,Viên
12.L1.3030.3302.13,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS 3302 Loại 1,5236,1.7453333333333334,52.360000000000014,2.2786410379124846,14.495974371245818,159.6304064602564,5183.64,SURPLUS,LOW,0.0,Viên
12.L1.3030.3404.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS 3404 Loại 1,15400,5.133333333333334,153.99999999999997,6.701885405624956,42.635218738958294,273.76388853657573,15246.0,SURPLUS,LOW,0.0,Viên
12.L1.3030.3405.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS 3405 Loại 1,15400,5.133333333333334,153.99999999999997,6.701885405624956,42.635218738958294,273.76388853657573,15246.0,SURPLUS,LOW,0.0,Viên
12.L1.3030.3407.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS 3407 Loại 1,7700,2.566666666666667,76.99999999999999,3.350942702812478,21.317609369479147,193.58030202821087,7623.0,SURPLUS,LOW,0.0,Viên
12.L1.5050.U5007.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 50x50 MS U5007 Loại 1,9408,3.136,94.07999999999998,4.094242720527245,26.046242720527246,213.97569955487936,9313.92,SURPLUS,LOW,0.0,Viên
12.L1.5050.U5008.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 50x50 MS U5008 Loại 1,9408,3.136,94.07999999999998,4.094242720527245,26.046242720527246,213.97569955487936,9313.92,SURPLUS,LOW,0.0,Viên
12.L1.5050.U5009.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 50x50 MS U5009 Loại 1,9408,3.136,94.07999999999998,4.094242720527245,26.046242720527246,213.97569955487936,9313.92,SURPLUS,LOW,0.0,Viên
15.L1.6060.6605.6,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS 6605 loại 1,4312,1.4373333333333334,43.12000000000001,1.8765279135749875,11.937861246908321,144.86223340355713,4268.88,SURPLUS,LOW,0.0,Viên
15.L1.6060.6605.7,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS 6605 loại 1,1702,0.5673333333333334,17.020000000000003,0.7406888935307581,4.712022226864091,91.01135460296516,1684.98,SURPLUS,LOW,0.0,Viên
15.L1.6060.6605.8,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS 6605 loại 1,1680,0.56,16.8,0.7311147715227224,4.651114771522723,90.42123644365851,1663.2,SURPLUS,LOW,0.0,Viên
20.L1.1580.91153.6,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 15x80 MS 91153 Loại 1,1747,12.0,360.0,24.617914893779542,108.61791489377954,418.568990729127,1387.0,SURPLUS,LOW,0.0,Viên
20.L1.1580.91154.4,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 15x80 MS 91154 Loại 1,609,0.20299999999999999,6.090000000000002,0.2650291046769868,1.6860291046769866,54.44079352838274,602.91,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81101.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81101 Loại 1,1946,0.6486666666666667,19.460000000000004,0.8468746103471535,5.3875412770138205,97.31666523948164,1926.54,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81101.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81101 Loại 1,154,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,151.0,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81101.5,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81101 Loại 1,601,0.20033333333333334,6.009999999999998,0.26154760576497393,1.6638809390983074,54.08203645080931,594.99,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81102.6,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81102 Loại 1,915,38.5,1155.0,33.84963297894687,303.3496329789469,749.7332859090625,-240.0,RESTOCK,MEDIUM,749.7332859090625,Viên
20.L1.3030.U81103.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81103 Loại 1,607,0.20233333333333334,6.070000000000002,0.2641587299489836,1.680492063282317,54.35132626410019,600.93,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81103.6,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81103 Loại 1,1265,0.4216666666666667,12.650000000000002,0.5505120154620499,3.5021786821287164,78.46230517473556,1252.35,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81104.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81104 Loại 1,646,0.21533333333333332,6.460000000000001,0.2811310371450468,1.78846437047838,56.07019410227386,639.54,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81104.5,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81104 Loại 1,766,0.25533333333333336,7.660000000000002,0.33335352082524133,2.1206868541585746,61.05625821049524,758.34,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81105.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81105 Loại 1,673,68.66666666666667,1957.0,174.36482914133856,655.0314958080053,1001.2658654589866,-1284.0,RESTOCK,MEDIUM,1001.2658654589866,Viên
20.L1.3030.U81105.5,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81105 Loại 1,1122,0.374,11.220000000000002,0.4882802224098181,3.106280222409818,73.89451941788376,1110.78,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81105.6,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81105 Loại 1,4620,1.54,46.199999999999996,2.0105656216874865,12.790565621687488,149.9466571818125,4573.8,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81106.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81106 Loại 1,999,0.333,9.990000000000002,0.43475217663761884,2.7657521766376187,69.72660898107695,989.01,SURPLUS,LOW,0.0,Viên
20.L1.3030.U81106.4,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x30 MS U81106 Loại 1,994,0.3313333333333333,9.94,0.43257623981761073,2.751909573150944,69.55189908742008,984.06,SURPLUS,LOW,0.0,Viên
20.L1.6060.A89606.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS A89606 loại 1 5 Viên,840,0.28,8.4,0.3655573857613612,2.3255573857613614,63.93746945258312,831.6,SURPLUS,LOW,0.0,Viên
20.L1.6060.A89651.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS A89651 loại 1 5 Viên,2716,0.9053333333333333,27.16000000000001,1.1819688806284012,7.519302213961735,114.96898132394958,2688.84,SURPLUS,LOW,0.0,Viên
20.L1.6060.A89652.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS A89652 loại 1 5 Viên,2716,0.9053333333333333,27.16000000000001,1.1819688806284012,7.519302213961735,114.96898132394958,2688.84,SURPLUS,LOW,0.0,Viên
20.L1.6060.A89653.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS A89653 loại 1 5 Viên,2386,0.7953333333333333,23.859999999999992,1.0383570505078663,6.6056903838412,107.75837167787321,2362.14,SURPLUS,LOW,0.0,Viên
20.L1.6060.A89654.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS A89654 loại 1 5 Viên,1582,172.5,5175.0,261.5653457464077,1469.0653457464077,1586.9782607206691,-3593.0,RESTOCK,MEDIUM,1586.9782607206691,Viên
20.L1.6060.A89655.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS A89655 loại 1 5 Viên,994,0.3313333333333333,9.94,0.43257623981761073,2.751909573150944,69.55189908742008,984.06,SURPLUS,LOW,0.0,Viên
20.L1.6060.A89656.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS A89656 loại 1 5 Viên,1937,84.0,2520.0,246.1791489377954,834.1791489377954,1107.4294559925702,-583.0,RESTOCK,MEDIUM,1107.4294559925702,Viên
20.L1.6060.A89657.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS A89657 loại 1 5 Viên,2124,0.7080000000000001,21.23999999999999,0.9243379611394419,5.880337961139443,101.6700545883595,2102.76,SURPLUS,LOW,0.0,Viên
20.L1.8080.89802.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89802 loại 1,915,0.305,9.149999999999999,0.3981964380614827,2.5331964380614824,66.73080248281148,905.85,SURPLUS,LOW,0.0,Viên
20.L1.8080.89803.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89803 loại 1,1057,0.35233333333333333,10.570000000000004,0.4599930437497129,2.9263263770830465,71.72214906614738,1046.43,SURPLUS,LOW,0.0,Viên
20.L1.8080.89804.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89804 loại 1,56,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,53.0,OK,LOW,0.0,Viên
20.L1.8080.89805.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89805 loại 1,1969,86.5,2595.0,292.33773936363207,897.8377393636321,1123.7882362794157,-626.0,RESTOCK,MEDIUM,1123.7882362794157,Viên
20.L1.8080.89806.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89806 loại 1,950,0.31666666666666665,9.499999999999998,0.4134279958015394,2.6300946624682062,67.99509786251751,940.5,SURPLUS,LOW,0.0,Viên
20.L1.8080.89807.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89807 loại 1,1260,0.42,12.6,0.5483360786420418,3.4883360786420416,78.30708780180757,1247.4,SURPLUS,LOW,0.0,Viên
20.L1.8080.89851.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89851 loại 1,921,0.30700000000000005,9.210000000000003,0.4008075622454925,2.549807562245493,66.94923449898438,911.79,SURPLUS,LOW,0.0,Viên
20.L1.8080.89852.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89852 loại 1,112,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,109.0,SURPLUS,LOW,0.0,Viên
20.L1.8080.89853.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89853 loại 1,1060,0.35333333333333333,10.600000000000001,0.4612986058417177,2.934631939175051,71.8238586172218,1049.4,SURPLUS,LOW,0.0,Viên
20.L1.8080.89854.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89854 loại 1,2442,0.8140000000000001,24.42,1.0627275428919571,6.760727542891957,109.01559521462973,2417.58,SURPLUS,LOW,0.0,Viên
20.L1.8080.89855.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89855 loại 1,738,0.246,7.380000000000003,0.32116827463319586,2.043168274633196,59.92995911895819,730.62,SURPLUS,LOW,0.0,Viên
20.L1.8080.89856.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89856 loại 1,1720,0.5733333333333334,17.200000000000006,0.7485222660827873,4.761855599416121,91.49134749617949,1702.8,SURPLUS,LOW,0.0,Viên
20.L1.8080.89857.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89857 loại 1,914,0.3046666666666667,9.139999999999999,0.3977612506974812,2.5304279173641477,66.69432759488122,904.86,SURPLUS,LOW,0.0,Viên
20.L1.8080.89858.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 89858 loại 1,1423,0.47433333333333333,14.230000000000004,0.6192716189743058,3.939604952307639,83.21818711475674,1408.77,SURPLUS,LOW,0.0,Viên
20.L1.8080.91852.5,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 91852 loại 1,532,0.17733333333333334,5.32,0.2315196776488621,1.4728530109821956,50.88287203634114,526.68,SURPLUS,LOW,0.0,Viên
20.L1.8080.91854.4,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 91854 loại 1,814,89.0,2670.0,123.0895744688977,746.0895744688977,1139.9122773266372,-1856.0,RESTOCK,MEDIUM,1139.9122773266372,Viên
20.L1.8080.91856.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 91856 loại 1,1036,0.3453333333333333,10.359999999999996,0.4508541091056788,2.868187442439012,71.00610302408285,1025.64,SURPLUS,LOW,0.0,Viên
20.L1.8080.91856.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 91856 loại 1,392,0.13066666666666665,3.9199999999999986,0.1705934466886352,1.0852601133553017,43.677606772044335,388.08,SURPLUS,LOW,0.0,Viên
20.L1.8080.91856.5,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 91856 loại 1,696,0.232,6.960000000000002,0.3028904053451278,1.926890405345128,58.19965635637379,689.04,SURPLUS,LOW,0.0,Viên
20.L1.8080.91860.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 91860 loại 1,2254,0.7513333333333333,22.54000000000001,0.9809123184596525,6.240245651792986,104.73522171011368,2231.46,SURPLUS,LOW,0.0,Viên
20.L1.8080.91860.5,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS 91860 loại 1,769,0.25633333333333336,7.6899999999999995,0.33465908291724616,2.1289924162505796,61.17570323802308,761.31,SURPLUS,LOW,0.0,Viên
21.C100.DG.MPECO.00,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Keo dán gạch Mapetile Eco Xám,12367,4.122333333333334,123.66999999999999,5.381962130608041,34.23829546394138,245.32848727097854,12243.33,SURPLUS,LOW,0.0,Kg
21.C100.DG.UNIECO.00,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Keo dán gạch Mapetile Uni Eco Xám,5250,1.75,52.5,2.2847336610085076,14.534733661008508,159.84367363145782,5197.5,SURPLUS,LOW,0.0,Kg
21.C100.DG.UNISET.00,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Keo dán gạch UniSet C1 Xám,6317,2.1056666666666666,63.16999999999999,2.7490785783982363,17.4887452450649,175.33605828047274,6253.83,SURPLUS,LOW,0.0,Kg
21.CG1.CR.SF-CLASSIC.00,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Bột trét  Keracolor SF CLASSIC Trắng,14,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,11.0,OK,LOW,0.0,Kg
22.C100.DG.TPRO2.00,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Keo dán gạch KKS TilePro X2 C1,5677,1.8923333333333334,56.77,2.4705586654371996,15.716891998770533,166.21692653477464,5620.23,SURPLUS,LOW,0.0,Kg
22.CGIW.CR.JOINT.00,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Bột trét KKS TileJoint CGIW Trắng,621,47.0,1480.4999999999995,258.7322164649481,587.7322164649481,828.3718971573094,-859.4999999999995,RESTOCK,MEDIUM,828.3718971573094,Kg
23.L1.5050.U6622.5,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 50x50 MS U6622 loại 1,2800,0.9333333333333333,28.0,1.2185246192045371,7.75185795253787,116.73331429659088,2772.0,SURPLUS,LOW,0.0,Viên
25.L1.3060.FP936604.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FP936604 Loại 1,1946,0.6486666666666667,19.460000000000004,0.8468746103471535,5.3875412770138205,97.31666523948164,1926.54,SURPLUS,LOW,0.0,Viên
25.L1.3060.FP936604.3,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FP936604 Loại 1,959,64.0,1920.0,86.1627021282284,534.1627021282284,966.6436778875658,-961.0,RESTOCK,MEDIUM,966.6436778875658,Viên
25.L1.3060.FP936605.3,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FP936605 Loại 1,1405,98.66666666666667,3107.9999999999995,259.9978943153039,950.6645609819707,1200.2222016499002,-1702.9999999999995,RESTOCK,MEDIUM,1200.2222016499002,Viên
25.L1.3060.FP936607.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FP936607 Loại 1,3080,1.0266666666666666,30.800000000000004,1.340377081124991,8.527043747791657,122.43093291049175,3049.2,SURPLUS,LOW,0.0,Viên
25.L1.4080.FP948601V.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 40x80 MS FP948601V Loại 1 5 Viên,280,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,277.0,SURPLUS,LOW,0.0,Viên
25.L1.6060.FP96606.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS FP96606 Loại 1,2464,0.8213333333333334,24.63999999999999,1.0723016648999928,6.821634998233327,109.5055554146303,2439.36,SURPLUS,LOW,0.0,Viên
25.L1.6060.FP96666.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS FP96666 Loại 1,173,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,170.0,SURPLUS,LOW,0.0,Viên
25.L1.6060.FPU6016.3,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS FPU6016 Loại 1,266,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,263.0,SURPLUS,LOW,0.0,Viên
25.L1.6060.FPU966003.4,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS FPU966003 loại 1,661,0.22033333333333335,6.610000000000001,0.28765884760507116,1.8299921809384048,56.71742824447056,654.39,SURPLUS,LOW,0.0,Viên
25.L1.6060.FPU966003.6,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS FPU966003 loại 1,777,0.259,7.770000000000002,0.3381405818292591,2.1511405818292593,61.493089042590796,769.23,SURPLUS,LOW,0.0,Viên
25.L1.6060.FPU966003.7,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS FPU966003 loại 1,1792,0.5973333333333334,17.92000000000001,0.7798557562909039,4.961189089624238,93.38665143727269,1774.08,SURPLUS,LOW,0.0,Viên
25.L1.6060.FPU966013.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 60x60 MS FPU966013 Loại 1,1582,0.5273333333333333,15.819999999999997,0.6884664098505635,4.379799743183897,87.7443255525203,1566.18,SURPLUS,LOW,0.0,Viên
25.L1.8080.FP18600.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS FP18600 Loại 1,316,0.10533333333333333,3.1599999999999997,0.13751920702451206,0.8748525403578454,39.215643137231176,312.84,SURPLUS,LOW,0.0,Viên
25.L1.8080.FP18604.4,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS FP18604 Loại 1,3122,1.0406666666666669,31.220000000000006,1.3586549504130594,8.643321617079728,123.26286275003245,3090.78,SURPLUS,LOW,0.0,Viên
25.L1.8080.FP18606.1,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS FP18606 Loại 1,2478,0.8260000000000001,24.780000000000005,1.0783942879960156,6.860394287996016,109.81621009668837,2453.22,SURPLUS,LOW,0.0,Viên
25.L1.8080.FPU188003.3,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS FPU188003 Loại 1,366,0.12200000000000001,3.6599999999999997,0.1592785752245931,1.0132785752245932,42.20426518730068,362.34,SURPLUS,LOW,0.0,Viên
25.L1.8080.FPU188003.5,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS FPU188003 Loại 1,1470,0.49000000000000005,14.700000000000003,0.6397254250823822,4.069725425082383,84.58132181516201,1455.3,SURPLUS,LOW,0.0,Viên
25.L1.8080.FPU188005.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS FPU188005 Loại 1,336,0.112,3.3600000000000008,0.14622295430454446,0.9302229543045445,40.43760625952036,332.64,SURPLUS,LOW,0.0,Viên
25.L1.8080.FPU188013.3,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS FPU188013 Loại 1,1088,0.3626666666666667,10.879999999999995,0.47348385203376314,3.01215051870043,72.76629256278854,1077.12,SURPLUS,LOW,0.0,Viên
25.L1.8080.FPU188017.2,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 80x80 MS FPU188017 Loại 1,514,0.1713333333333333,5.139999999999998,0.2236863050968329,1.423019638430166,50.014664516186315,508.86,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3622.11,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3622 Loại 1,892,0.29733333333333334,8.919999999999998,0.3881871286894455,2.469520462022779,65.88677156050876,883.08,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3622.12,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3622 Loại 1,2579,0.8596666666666667,25.789999999999996,1.1223482117601793,7.140014878426847,112.03184071206424,2553.21,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3622V.11,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3622V Loại 1,224,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,221.0,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3622V.12,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3622V Loại 1,1085,0.36166666666666664,10.849999999999998,0.47217828994175814,3.0038449566084244,72.66590213665094,1074.15,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3623.10,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3623 Loại 1,1438,0.47933333333333333,14.379999999999997,0.6257994294343302,3.9811327627676634,83.65564336413095,1423.62,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3623D.04,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3623D Loại 1,452,0.15066666666666667,4.5200000000000005,0.19670468852873246,1.251371355195399,46.9013148358693,447.48,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3623V.10,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3623V Loại 1,1008,0.336,10.080000000000002,0.43866886291363344,2.7906688629136336,70.03998857795453,997.92,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3636.03,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3636 Loại 1,765,0.255,7.6499999999999995,0.33291833346123967,2.11791833346124,61.0163912403872,757.35,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3636D.03,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3636D Loại 1,290,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,287.0,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3637.03,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3637 Loại 1,823,61.0,1830.0,67.69926595789374,494.6992659578938,943.7160589923221,-1007.0,RESTOCK,MEDIUM,943.7160589923221,Viên
29.L1.3060.FC3638.02,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3638 Loại 1,1223,0.4076666666666667,12.230000000000006,0.5322341461739818,3.3859008128406485,77.14877402352764,1210.77,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3638.03,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3638 Loại 1,1132,0.37733333333333335,11.319999999999997,0.4926320960498344,3.1339654293831676,74.22308715397567,1120.68,SURPLUS,LOW,0.0,Viên
29.L1.3060.FC3638D.02,66,Chi nhánh Đà Nẵng UM,MIỀN TRUNG,Gạch 30x60 MS FC3638D Loại 1,392,0.13066666666666665,3.9199999999999986,0.1705934466886352,1.0852601133553017,43.677606772044335,388.08,SURPLUS,LOW,0.0,Viên
